"obs","paper_id","paper_obs_count","i_report","la","la_type","la_aggmean","la_indmean","la_indmedian","both_stats","se","se_imp","se_type","se_calc","se_calc_method","main_citation","main_title","main_lastnames","main_firstnames","main_yearpub","main_published","main_journal","main_affliations","pub_econtopfive","pub_regular","pub_unpub","pub_type_1","pub_type_2","journal_if","journal_if_std","data_type","type_lab_exp","type_field_exp","type_class_exp","type_online_exp","type_gameshow","type_field_other","location","loc_lab","loc_field","loc_online","loc_class","subject","subject_children","subject_uni","subject_elderly","subject_gen","subject_farmer","subject_mixed","subject_unknown","subject_monkey","reward","reward_type","reward_real","reward_money","reward_food","reward_cons_good","reward_env_good","reward_health","reward_other","reward_mixed","method","method_question","method_seqbin","method_mpl","method_matching","method_bdm","method_gp","method_other","method_other_type","computer","spec_u","spec_u_fine","spec_u_est","spec_u_crra","spec_u_crra_eq","spec_u_crra_noneq","spec_u_cara","spec_u_linear","spec_u_other","spec_nonparametric","spec_rp","spec_rp_statusquo","spec_rp_expectation","spec_rp_zero","spec_rp_other","la_def","loss_tversky_kahneman","loss_koebberling_wakker","loss_neilson","loss_wakker_tversky","loss_bowman","loss_koszegi_rabin","loss_other","loc_country","loc_state","loc_city","continent","continent_africa","continent_europe","continent_s_america","continent_asia","continent_oceania","continent_n_america","continent_multiple","journal_category","journal_cat_1","journal_cat_2","cat_econ","cat_psych","cat_neuro","cat_agri","cat_medical","cat_mgt","cat_transport","cat_multi"
393,124,3,330,1.03,"Ind. mean",0,1,0,1,NA,0.10479,"SE imputed",0,NA,"Kim et al. (2016)","Decision-Making Deficits in Patients with Chronic Schizophrenia: Iowa Gambling Task and Prospect Valence Learning Model","Kim; Kang; Lim","Myung-Sun; Bit-Na; Jae Young",2016,1,"Neuropsychiatric Disease and Treatment","Sungshin Women's University; Keyo Hospital",0,1,0,"Published","Published",2.228,-0.192906816787819,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Iowa Gambling Task",1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"NA",0,0,0,0,0,0,0,"South Korea",NA,"Seoul","Asia",0,0,0,1,0,0,0,"Psychiatry/Medicine","Psychiatry","Clinical Neurology",0,0,0,0,1,0,0,0
394,124,4,330,1.47,"Ind. median",0,0,1,1,NA,0.07163,"SE imputed",0,NA,"Kim et al. (2016)","Decision-Making Deficits in Patients with Chronic Schizophrenia: Iowa Gambling Task and Prospect Valence Learning Model","Kim; Kang; Lim","Myung-Sun; Bit-Na; Jae Young",2016,1,"Neuropsychiatric Disease and Treatment","Sungshin Women's University; Keyo Hospital",0,1,0,"Published","Published",2.228,-0.192906816787819,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Iowa Gambling Task",1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"NA",0,0,0,0,0,0,0,"South Korea",NA,"Seoul","Asia",0,0,0,1,0,0,0,"Psychiatry/Medicine","Psychiatry","Clinical Neurology",0,0,0,0,1,0,0,0
395,125,1,331,4.48,"Ind. mean",0,1,0,1,0.27695,0.27695,"SE reported",0,NA,"Koudstaal et al. (2016)","Risk, Uncertainty, and Entrepreneurship: Evidence from a Lab-in-the-Field Experiment","Koudstaal; Sloof; Van Praag","Martin; Randolph; Mirjim",2016,1,"Management Science","University of Amsterdam, Copenhagen Business School",0,1,0,"Published","Published",4.219,0.139446286340617,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
396,125,2,331,1.71,"Ind. median",0,0,1,1,0.27695,0.27695,"SE reported",0,NA,"Koudstaal et al. (2016)","Risk, Uncertainty, and Entrepreneurship: Evidence from a Lab-in-the-Field Experiment","Koudstaal; Sloof; Van Praag","Martin; Randolph; Mirjim",2016,1,"Management Science","University of Amsterdam, Copenhagen Business School",0,1,0,"Published","Published",4.219,0.139446286340617,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
397,125,3,332,3.37,"Ind. mean",0,1,0,1,NA,0.10972,"SE imputed",0,NA,"Koudstaal et al. (2016)","Risk, Uncertainty, and Entrepreneurship: Evidence from a Lab-in-the-Field Experiment","Koudstaal; Sloof; Van Praag","Martin; Randolph; Mirjim",2016,1,"Management Science","University of Amsterdam, Copenhagen Business School",0,1,0,"Published","Published",4.219,0.139446286340617,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
398,125,4,332,1.71,"Ind. median",0,0,1,1,NA,0.15066,"SE imputed",0,NA,"Koudstaal et al. (2016)","Risk, Uncertainty, and Entrepreneurship: Evidence from a Lab-in-the-Field Experiment","Koudstaal; Sloof; Van Praag","Martin; Randolph; Mirjim",2016,1,"Management Science","University of Amsterdam, Copenhagen Business School",0,1,0,"Published","Published",4.219,0.139446286340617,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
399,125,5,333,5.36,"Ind. mean",0,1,0,1,NA,0.22257,"SE imputed",0,NA,"Koudstaal et al. (2016)","Risk, Uncertainty, and Entrepreneurship: Evidence from a Lab-in-the-Field Experiment","Koudstaal; Sloof; Van Praag","Martin; Randolph; Mirjim",2016,1,"Management Science","University of Amsterdam, Copenhagen Business School",0,1,0,"Published","Published",4.219,0.139446286340617,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
400,125,6,333,1.87,"Ind. median",0,0,1,1,NA,0.16054,"SE imputed",0,NA,"Koudstaal et al. (2016)","Risk, Uncertainty, and Entrepreneurship: Evidence from a Lab-in-the-Field Experiment","Koudstaal; Sloof; Van Praag","Martin; Randolph; Mirjim",2016,1,"Management Science","University of Amsterdam, Copenhagen Business School",0,1,0,"Published","Published",4.219,0.139446286340617,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
401,125,7,334,4.88,"Ind. mean",0,1,0,1,NA,0.62206,"SE imputed",0,NA,"Koudstaal et al. (2016)","Risk, Uncertainty, and Entrepreneurship: Evidence from a Lab-in-the-Field Experiment","Koudstaal; Sloof; Van Praag","Martin; Randolph; Mirjim",2016,1,"Management Science","University of Amsterdam, Copenhagen Business School",0,1,0,"Published","Published",4.219,0.139446286340617,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
402,125,8,334,1.82,"Ind. median",0,0,1,1,NA,0.12713,"SE imputed",0,NA,"Koudstaal et al. (2016)","Risk, Uncertainty, and Entrepreneurship: Evidence from a Lab-in-the-Field Experiment","Koudstaal; Sloof; Van Praag","Martin; Randolph; Mirjim",2016,1,"Management Science","University of Amsterdam, Copenhagen Business School",0,1,0,"Published","Published",4.219,0.139446286340617,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
403,126,1,335,1.211,"Aggregate",1,0,0,0,0.111,0.111,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Australia",NA,NA,"Oceania",0,0,0,0,1,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
404,126,2,336,1.256,"Aggregate",1,0,0,0,0.107,0.107,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Belgium",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
405,126,3,337,1.311,"Aggregate",1,0,0,0,0.108,0.108,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Brazil",NA,NA,"South America",0,0,1,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
406,126,4,338,2.197,"Aggregate",1,0,0,0,0.22,0.22,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Cambodia",NA,NA,"Asia",0,0,0,1,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
407,126,5,339,1.301,"Aggregate",1,0,0,0,0.098,0.098,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Chile",NA,NA,"South America",0,0,1,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
408,126,6,340,1.504,"Aggregate",1,0,0,0,0.09,0.09,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"China",NA,NA,"Asia",0,0,0,1,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
409,126,7,341,1.753,"Aggregate",1,0,0,0,0.143,0.143,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Colombia",NA,NA,"South America",0,0,1,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
410,126,8,342,1.587,"Aggregate",1,0,0,0,0.117,0.117,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Costa Rica",NA,NA,"North America",0,0,0,0,0,1,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
411,126,9,343,1.221,"Aggregate",1,0,0,0,0.092,0.092,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Czech Republic",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
412,126,10,344,2.231,"Aggregate",1,0,0,0,0.151,0.151,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Ethiopia",NA,NA,"Africa",1,0,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
413,126,11,345,1.293,"Aggregate",1,0,0,0,0.108,0.108,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"France",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
414,126,12,346,1.105,"Aggregate",1,0,0,0,0.085,0.085,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Germany",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
415,126,13,347,1.596,"Aggregate",1,0,0,0,0.146,0.146,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Guatemala",NA,NA,"North America",0,0,0,0,0,1,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
416,126,14,348,1.924,"Aggregate",1,0,0,0,0.166,0.166,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"India",NA,NA,"Asia",0,0,0,1,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
417,126,15,349,1.398,"Aggregate",1,0,0,0,0.11,0.11,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Japan",NA,NA,"Asia",0,0,0,1,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
418,126,16,350,1.606,"Aggregate",1,0,0,0,0.115,0.115,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Kyrgyzstan",NA,NA,"Asia",0,0,0,1,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
419,126,17,351,1.971,"Aggregate",1,0,0,0,0.198,0.198,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Malaysia",NA,NA,"Asia",0,0,0,1,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
420,126,18,352,2.375,"Aggregate",1,0,0,0,0.235,0.235,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Nicaragua",NA,NA,"North America",0,0,0,0,0,1,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
421,126,19,353,2.81,"Aggregate",1,0,0,0,0.276,0.276,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Nigeria",NA,NA,"Africa",1,0,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
422,126,20,354,1.853,"Aggregate",1,0,0,0,0.161,0.161,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Peru",NA,NA,"South America",0,0,1,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
423,126,21,355,1.429,"Aggregate",1,0,0,0,0.106,0.106,"SE reported",0,NA,"l'Haridon and Vieider (2016)","All Over the Map: Heterogeneity of Risk Preferences Across Individuals, Prospects, and Countries","l'Haridon; Vieider","Olivier; Ferdinand",2016,0,NA,"Universite De Rennes-CREM; University of Reading",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Poland",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
